user_id,date,source,amount,notes
1,2024-01-15,Delivery Job,89,
1,2024-07-08,Delivery Job,68,
1,2025-07-28,Event Organizing,38,
1,2025-04-25,Side Hustles,37,
1,2025-07-12,Side Hustles,66,
1,2024-07-25,Delivery Job,21,
1,2024-05-14,Delivery Job,42,
1,2025-02-01,Side Hustles,98,
1,2025-05-16,Delivery Job,86,
1,2024-09-30,Event Organizing,26,
1,2024-04-13,Delivery Job,44,
1,2024-11-28,Delivery Job,22,
1,2024-06-18,Event Organizing,88,
1,2025-03-13,Event Organizing,38,
1,2024-03-04,Delivery Job,61,
1,2024-08-10,Event Organizing,66,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem."
1,2025-08-16,Event Organizing,54,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
1,2024-08-25,Delivery Job,22,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
1,2025-08-22,Delivery Job,35,
1,2024-11-11,Delivery Job,85,
1,2024-08-02,Side Hustles,33,
1,2024-02-03,Side Hustles,72,
1,2024-12-20,Delivery Job,60,
1,2024-11-07,Other,52,
1,2025-07-12,Event Organizing,45,
1,2024-04-02,Delivery Job,84,
1,2024-04-08,Event Organizing,31,
1,2024-07-22,Event Organizing,46,
1,2024-08-12,Delivery Job,77,
1,2024-05-13,Event Organizing,91,
1,2024-02-03,Event Organizing,93,
1,2025-02-06,Event Organizing,25,Nulla facilisi.
1,2024-10-23,Side Hustles,34,
1,2025-08-11,Delivery Job,73,
1,2024-07-18,Delivery Job,36,
1,2024-07-03,Event Organizing,27,
1,2024-09-27,Delivery Job,84,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.
1,2025-02-23,Delivery Job,66,
1,2025-06-17,Delivery Job,27,
1,2024-07-19,Event Organizing,67,
1,2025-05-10,Event Organizing,92,
1,2024-09-23,Side Hustles,19,
1,2024-03-28,Delivery Job,89,
1,2024-03-16,Delivery Job,70,
1,2025-06-16,Delivery Job,53,Aenean lectus.
1,2024-11-24,Delivery Job,60,
1,2024-06-11,Delivery Job,79,
1,2024-10-11,Delivery Job,65,
1,2025-01-16,Other,65,
1,2025-01-14,Other,34,
1,2024-11-01,Side Hustles,17,Suspendisse potenti.
1,2024-07-21,Delivery Job,89,
1,2024-01-06,Delivery Job,51,
1,2025-02-06,Delivery Job,58,
1,2025-07-11,Delivery Job,65,Fusce posuere felis sed lacus.
1,2024-02-12,Side Hustles,55,Suspendisse potenti.
1,2025-05-27,Event Organizing,71,
1,2025-01-05,Delivery Job,97,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue."
1,2024-11-22,Delivery Job,96,
1,2025-01-06,Event Organizing,65,
1,2024-09-08,Delivery Job,71,
1,2024-08-04,Event Organizing,42,
1,2024-04-06,Side Hustles,77,
1,2024-01-29,Delivery Job,95,
1,2024-04-23,Delivery Job,94,
1,2024-02-09,Event Organizing,16,
1,2025-06-07,Delivery Job,83,
1,2025-08-15,Delivery Job,83,Nullam sit amet turpis elementum ligula vehicula consequat.
1,2025-06-30,Event Organizing,100,
1,2025-05-29,Other,44,
1,2024-07-01,Delivery Job,100,
1,2024-02-21,Delivery Job,28,
1,2025-06-07,Event Organizing,38,
1,2024-03-04,Delivery Job,45,Vestibulum rutrum rutrum neque.
1,2024-11-10,Delivery Job,60,
1,2024-03-21,Side Hustles,25,
1,2025-08-03,Delivery Job,30,
1,2024-08-16,Event Organizing,52,
1,2025-05-31,Event Organizing,30,
1,2024-08-26,Delivery Job,92,
1,2024-08-07,Event Organizing,81,Mauris lacinia sapien quis libero.
1,2025-02-22,Event Organizing,44,
1,2024-12-01,Event Organizing,50,
1,2025-01-10,Side Hustles,43,
1,2024-08-27,Event Organizing,42,
1,2025-02-15,Delivery Job,93,
1,2024-05-12,Side Hustles,35,
1,2025-07-02,Delivery Job,82,
1,2024-03-21,Event Organizing,58,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam."
1,2024-02-03,Delivery Job,69,
1,2024-02-15,Delivery Job,34,
1,2024-07-01,Delivery Job,37,
1,2025-04-19,Delivery Job,43,
1,2024-11-11,Delivery Job,41,
1,2024-12-07,Other,16,
1,2024-10-14,Event Organizing,81,Duis consequat dui nec nisi volutpat eleifend.
1,2024-07-27,Delivery Job,30,
1,2024-03-30,Event Organizing,43,
1,2024-07-08,Delivery Job,60,
1,2025-08-08,Delivery Job,49,
1,2025-07-13,Event Organizing,89,
1,2025-01-03,Event Organizing,52,
1,2024-07-16,Delivery Job,37,
1,2024-05-25,Delivery Job,59,
1,2024-06-24,Other,44,Curabitur gravida nisi at nibh.
1,2024-10-05,Side Hustles,58,Integer tincidunt ante vel ipsum.
1,2024-02-03,Side Hustles,27,
1,2024-01-12,Side Hustles,26,
1,2024-08-01,Event Organizing,75,
1,2024-11-17,Event Organizing,59,
1,2025-03-22,Delivery Job,63,
1,2025-05-24,Delivery Job,71,
1,2025-07-17,Delivery Job,27,Praesent blandit.
1,2024-08-24,Delivery Job,89,
1,2025-02-16,Event Organizing,70,
1,2025-07-05,Event Organizing,58,
1,2025-04-25,Delivery Job,20,
1,2025-03-31,Event Organizing,21,
1,2024-05-08,Other,96,
1,2024-09-25,Delivery Job,89,
1,2024-03-07,Other,42,Nulla facilisi.
1,2025-01-04,Delivery Job,72,
1,2024-02-28,Event Organizing,70,"In est risus, auctor sed, tristique in, tempus sit amet, sem."
1,2024-05-07,Event Organizing,66,
1,2024-08-19,Event Organizing,100,
1,2024-05-18,Event Organizing,29,
1,2025-02-23,Event Organizing,44,
1,2025-06-13,Event Organizing,58,
1,2024-12-10,Delivery Job,65,
1,2025-08-13,Delivery Job,69,Phasellus id sapien in sapien iaculis congue.
1,2024-09-18,Delivery Job,57,
1,2024-09-29,Delivery Job,48,
1,2024-06-26,Event Organizing,55,
1,2025-05-02,Delivery Job,19,In hac habitasse platea dictumst.
1,2024-09-23,Delivery Job,55,
1,2025-07-26,Delivery Job,21,
1,2025-02-01,Event Organizing,29,
1,2024-03-08,Event Organizing,35,
1,2024-12-12,Delivery Job,36,
1,2025-06-14,Delivery Job,71,Donec dapibus.
1,2024-08-25,Event Organizing,19,Curabitur in libero ut massa volutpat convallis.
1,2024-01-31,Delivery Job,44,
1,2025-04-19,Side Hustles,20,Morbi non quam nec dui luctus rutrum.
1,2024-08-27,Side Hustles,63,
1,2024-06-25,Delivery Job,73,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo."
1,2025-04-27,Event Organizing,98,
1,2024-10-31,Side Hustles,95,Pellentesque viverra pede ac diam.
1,2024-02-18,Delivery Job,54,
1,2024-07-11,Side Hustles,97,
1,2025-04-21,Side Hustles,61,Integer ac leo.
1,2025-01-20,Delivery Job,89,
1,2024-01-16,Event Organizing,77,
1,2025-08-02,Delivery Job,27,
1,2024-12-28,Event Organizing,43,
1,2025-03-14,Delivery Job,21,
1,2024-01-17,Delivery Job,87,
1,2024-06-19,Delivery Job,40,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc."
1,2025-01-19,Delivery Job,22,
1,2025-04-10,Delivery Job,50,Quisque porta volutpat erat.
1,2025-07-12,Event Organizing,52,
1,2024-02-15,Delivery Job,54,
1,2024-12-11,Event Organizing,75,
1,2024-11-09,Delivery Job,79,
1,2024-07-12,Delivery Job,52,
1,2024-12-16,Delivery Job,92,Mauris sit amet eros.
1,2024-09-25,Delivery Job,20,
1,2025-07-26,Delivery Job,31,Etiam vel augue.
1,2025-08-01,Event Organizing,95,Vivamus vel nulla eget eros elementum pellentesque.
1,2025-07-29,Side Hustles,33,
1,2025-07-17,Side Hustles,31,
1,2024-11-23,Delivery Job,25,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi."
1,2025-02-19,Delivery Job,30,
1,2024-06-09,Side Hustles,26,Morbi porttitor lorem id ligula.
1,2024-09-28,Event Organizing,56,
1,2024-03-26,Side Hustles,94,
1,2025-01-15,Delivery Job,90,Nullam molestie nibh in lectus.
1,2024-07-06,Event Organizing,48,
1,2024-07-22,Delivery Job,61,
1,2024-07-26,Side Hustles,97,
1,2025-05-10,Delivery Job,71,Integer ac leo.
1,2024-02-08,Event Organizing,79,
1,2024-12-16,Delivery Job,91,
1,2025-06-03,Delivery Job,62,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo."
1,2024-12-15,Event Organizing,72,
1,2024-03-11,Event Organizing,53,
1,2025-01-07,Delivery Job,35,
1,2024-12-28,Delivery Job,46,
1,2024-03-30,Event Organizing,44,
1,2025-02-27,Event Organizing,57,
1,2024-03-26,Event Organizing,32,Aenean auctor gravida sem.
1,2024-11-03,Event Organizing,15,
1,2024-06-11,Delivery Job,50,
1,2024-07-20,Side Hustles,51,
1,2024-11-09,Delivery Job,44,
1,2024-11-24,Other,75,
1,2024-05-27,Event Organizing,19,
1,2024-09-30,Delivery Job,39,
1,2025-01-02,Delivery Job,67,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla."
1,2025-04-25,Delivery Job,80,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo."
1,2024-11-04,Side Hustles,62,Maecenas pulvinar lobortis est.
1,2024-03-23,Delivery Job,23,
1,2024-11-28,Event Organizing,30,Phasellus id sapien in sapien iaculis congue.
1,2025-03-15,Delivery Job,50,
1,2025-07-03,Delivery Job,96,
1,2024-08-29,Event Organizing,50,
1,2024-09-23,Other,70,
1,2024-11-26,Event Organizing,41,
1,2024-02-04,Event Organizing,25,
1,2024-06-29,Event Organizing,33,Duis bibendum.
1,2025-06-28,Delivery Job,47,
1,2025-05-30,Event Organizing,93,
1,2025-05-24,Delivery Job,22,
1,2024-05-20,Delivery Job,95,
1,2024-09-11,Side Hustles,20,
1,2025-03-07,Side Hustles,53,
1,2024-04-16,Delivery Job,37,
1,2024-10-01,Event Organizing,62,
1,2024-07-14,Event Organizing,97,
1,2024-01-18,Event Organizing,72,
1,2025-01-17,Delivery Job,44,
1,2025-01-29,Event Organizing,65,
1,2025-06-13,Delivery Job,88,
1,2025-05-08,Delivery Job,81,
1,2024-02-24,Delivery Job,20,
1,2024-05-17,Side Hustles,62,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc."
1,2024-10-03,Event Organizing,31,Sed vel enim sit amet nunc viverra dapibus.
1,2025-01-22,Delivery Job,30,
1,2025-08-08,Delivery Job,36,
1,2025-05-19,Delivery Job,76,
1,2025-02-14,Other,37,In hac habitasse platea dictumst.
1,2024-06-26,Event Organizing,21,Donec posuere metus vitae ipsum.
1,2025-01-06,Event Organizing,46,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
1,2024-04-23,Other,45,Duis at velit eu est congue elementum.
1,2024-08-29,Delivery Job,59,
1,2024-06-29,Event Organizing,48,
1,2025-01-13,Side Hustles,26,
1,2024-07-01,Delivery Job,87,
1,2024-04-11,Event Organizing,20,
1,2024-03-10,Event Organizing,80,
1,2025-02-04,Event Organizing,47,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue."
1,2024-10-15,Side Hustles,28,
1,2025-08-15,Delivery Job,66,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl."
1,2025-07-27,Delivery Job,84,
1,2025-05-29,Delivery Job,84,
1,2025-03-24,Delivery Job,72,
1,2024-07-31,Event Organizing,62,
1,2024-07-24,Event Organizing,90,
1,2025-02-27,Delivery Job,61,
1,2025-01-10,Delivery Job,79,
1,2024-05-12,Side Hustles,37,
1,2024-06-30,Delivery Job,29,
1,2024-06-09,Delivery Job,46,
1,2025-01-30,Side Hustles,95,
1,2024-07-03,Delivery Job,23,
1,2024-09-22,Event Organizing,82,
1,2025-02-03,Side Hustles,30,
1,2025-06-05,Delivery Job,86,
1,2024-05-29,Delivery Job,31,
1,2024-03-04,Event Organizing,29,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue."
1,2025-02-15,Event Organizing,18,
1,2024-09-20,Delivery Job,72,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
1,2024-03-01,Event Organizing,86,
1,2024-07-05,Delivery Job,37,
1,2024-04-29,Event Organizing,90,
1,2024-07-13,Event Organizing,23,Vivamus tortor.
1,2024-04-22,Event Organizing,40,Pellentesque at nulla.
1,2025-01-14,Delivery Job,18,Phasellus in felis.
1,2025-07-29,Delivery Job,26,
1,2025-04-27,Delivery Job,92,
1,2024-08-20,Event Organizing,32,
1,2025-05-03,Event Organizing,91,
1,2024-09-27,Side Hustles,77,
1,2025-04-17,Delivery Job,41,
1,2025-02-01,Event Organizing,23,Phasellus sit amet erat.
1,2024-06-02,Delivery Job,45,
1,2024-08-07,Event Organizing,94,
1,2025-04-09,Delivery Job,49,
1,2025-07-21,Other,40,
1,2025-04-16,Side Hustles,26,Pellentesque viverra pede ac diam.
1,2025-05-02,Other,51,
1,2025-04-04,Event Organizing,21,
1,2024-06-28,Event Organizing,37,
1,2024-10-26,Event Organizing,28,
1,2025-06-05,Delivery Job,78,
1,2024-12-07,Delivery Job,69,
1,2025-01-17,Delivery Job,73,Fusce consequat.
1,2024-02-20,Delivery Job,51,
1,2024-02-06,Other,92,
1,2025-08-15,Event Organizing,46,
1,2024-03-08,Event Organizing,90,
1,2024-06-25,Event Organizing,84,In sagittis dui vel nisl.
1,2024-08-11,Delivery Job,76,
1,2024-07-24,Event Organizing,59,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.
1,2025-06-12,Delivery Job,17,
1,2024-12-24,Delivery Job,43,
1,2024-10-13,Event Organizing,22,
1,2025-04-04,Event Organizing,96,Etiam pretium iaculis justo.
1,2024-05-08,Event Organizing,75,
1,2024-03-04,Side Hustles,30,
1,2024-06-22,Side Hustles,20,
1,2025-06-08,Delivery Job,51,Sed sagittis.
1,2025-08-22,Delivery Job,65,
1,2025-03-20,Event Organizing,57,
1,2025-02-16,Event Organizing,21,
1,2025-03-16,Event Organizing,63,
1,2024-05-27,Event Organizing,50,Pellentesque at nulla.
1,2025-02-27,Delivery Job,87,Donec ut dolor.
1,2024-11-10,Event Organizing,96,
1,2025-06-22,Delivery Job,53,
1,2024-11-11,Delivery Job,38,
1,2025-08-01,Delivery Job,74,Donec dapibus.
1,2025-01-11,Event Organizing,82,
1,2025-06-10,Delivery Job,88,
1,2025-02-13,Event Organizing,46,
1,2025-03-13,Delivery Job,100,
1,2024-07-15,Other,98,
1,2024-05-17,Event Organizing,37,
1,2024-12-22,Event Organizing,59,
1,2025-05-25,Delivery Job,96,
1,2024-06-28,Event Organizing,52,
1,2025-04-17,Event Organizing,16,
1,2024-02-12,Delivery Job,59,
1,2024-02-04,Delivery Job,46,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
1,2025-03-06,Event Organizing,93,
1,2024-09-01,Delivery Job,65,
1,2024-03-27,Delivery Job,69,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
1,2024-10-06,Side Hustles,65,
1,2024-01-20,Delivery Job,37,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci."
1,2024-01-01,Event Organizing,96,
1,2025-04-14,Event Organizing,16,
1,2024-11-27,Side Hustles,34,
1,2024-11-18,Event Organizing,76,
1,2024-11-03,Delivery Job,40,
1,2024-02-12,Side Hustles,93,
1,2024-06-30,Event Organizing,69,
1,2025-04-10,Event Organizing,42,
1,2024-06-17,Side Hustles,89,
1,2024-02-22,Delivery Job,61,
1,2025-08-12,Delivery Job,77,
1,2025-01-02,Delivery Job,71,
1,2025-02-21,Delivery Job,75,
1,2025-05-14,Event Organizing,21,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.
1,2025-01-30,Side Hustles,100,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla."
1,2024-04-02,Delivery Job,59,
1,2024-12-04,Delivery Job,97,
1,2024-02-04,Delivery Job,74,
1,2025-07-19,Delivery Job,25,Sed vel enim sit amet nunc viverra dapibus.
1,2025-07-20,Other,87,
1,2024-10-29,Delivery Job,50,
1,2024-02-27,Event Organizing,81,
1,2025-05-10,Side Hustles,37,
1,2024-05-25,Delivery Job,89,
1,2024-07-22,Side Hustles,93,
1,2024-12-21,Delivery Job,35,
1,2024-08-08,Delivery Job,73,
1,2024-08-18,Side Hustles,39,
1,2024-04-02,Event Organizing,89,
1,2024-06-22,Side Hustles,63,Suspendisse ornare consequat lectus.
1,2025-04-01,Event Organizing,26,
1,2024-04-16,Delivery Job,54,
1,2025-06-09,Side Hustles,25,
1,2024-08-08,Event Organizing,90,
1,2025-04-29,Delivery Job,37,
1,2025-06-03,Delivery Job,96,
1,2024-06-02,Delivery Job,25,
1,2024-10-30,Other,62,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.
1,2024-03-10,Delivery Job,19,
1,2025-05-02,Event Organizing,51,Vivamus tortor.
1,2024-08-17,Other,65,
1,2024-01-26,Side Hustles,64,
1,2024-04-13,Delivery Job,25,
1,2025-02-08,Side Hustles,67,
1,2025-03-19,Event Organizing,27,Praesent id massa id nisl venenatis lacinia.
1,2024-04-16,Delivery Job,56,
1,2025-02-10,Event Organizing,83,Duis mattis egestas metus.
1,2025-03-06,Event Organizing,41,
1,2024-04-25,Delivery Job,48,
1,2025-07-02,Event Organizing,35,
1,2025-03-09,Side Hustles,99,
1,2024-04-04,Side Hustles,39,
1,2025-08-15,Delivery Job,78,
1,2024-07-06,Side Hustles,90,
1,2024-03-07,Delivery Job,24,
1,2024-06-01,Delivery Job,42,
1,2025-05-10,Event Organizing,64,
1,2025-02-10,Delivery Job,55,
1,2025-06-13,Delivery Job,94,Nam nulla.
1,2024-01-05,Delivery Job,29,
1,2025-08-02,Event Organizing,96,
1,2025-02-01,Delivery Job,25,
1,2024-05-23,Delivery Job,54,
1,2024-03-24,Side Hustles,49,
1,2025-06-15,Delivery Job,51,
1,2025-05-10,Event Organizing,64,
1,2024-06-09,Delivery Job,96,
1,2024-12-03,Delivery Job,16,
1,2024-06-08,Delivery Job,43,
